1,5
5,4
4,3
3,2
2,6
6,7
6,18
7,8
8,9
9,10
10,1
10,11
11,15
15,17
17,18
12,9
12,16
16,19
19,14
14,7
8,13
19,13
13,16
13,14
14,18
18,3
19,17
17,4
16,15
15,5
12,11
11,1
13,12
