1,8
8,7
7,6
1,5
5,4
4,3
3,13
13,14
14,15
15,12
12,11
11,10
10,9
9,2
2,6
11,16
16,17
10,21
20,21
17,18
19,20
18,4
5,19
13,18
18,19
19,8
14,17
20,17
20,6
15,16
21,16
21,2
21,6
20,7
9,21
8,20
