4,1
1,5
5,6
6,7
7,19
19,20
19,15
15,14
14,13
13,12
12,11
3,11
20,14
20,15
8,19
8,18
8,20
18,17
20,17
17,9
2,18
2,9
9,10
10,3
10,16
16,17
16,13
16,12
10,11
13,17
