spp.names	lnCsize	lnMass
Platygonus_compressus	6.31555181154073	11.7752897294377
Plionictis_sp	5.52657554656832	6.46146817635372
Pongo_abelii	6.40445487582565	10.5890087289016
Pontoporia_blainvillei	6.33169495775561	10.609057006181
Potamogale_velox	4.96143650233274	6.50875423373097
Potorous_tridactylus	5.43614802368606	6.9609832007707
Prionodon_linsang	5.47501162487342	6.52917063227919
Procavia_capensis	5.60576840192994	7.99040077412817
Procyon_lotor	5.8801025876553	8.75993856555303
Promartes_olcotti	5.69589608441778	8.00636756765025
Prometheomys_schaposchnikowi	4.63104345098363	4.31748811353631
Pronolagus_randensis	5.50182922714848	7.77337147236824
Propithecus_verreauxi	5.69132927895135	8.18542268432143
Proscelidodon_patrius	6.43741494476578	12.9548673769289
Prospaniomys_priscus	5.00933206586459	6.38012253689976
Proteles_cristatus	5.91122643647924	9.00447051761361
Proterotherium_cavum	6.12910137059324	11.159815587196
Protocetus_atavus	6.61075897703121	11.9049675527463
Protosciurus_rachelae	5.24130956873598	5.85684685038304
Protypotherium_australe	5.63036390816219	9.17812704961153
Pseudaelurus_validus	6.18585851904474	10.3089526606443
Pseudhipparion_gratum	6.39937119117837	10.8197782844103
Pseudocheirus_peregrinus	5.14245325771172	6.79706949812438
Pseudochirops_cupreus	5.23861200375394	7.47538458701231
Pseudotomus_horribilis	5.62938337016352	8.54972039911373
Pseudotypotherium_pseudopachygnathum	6.07493950891718	11.289781913656
Pteromys_volans	4.97489957399286	4.96347380291864
Pteropus_giganteus	5.35988953312467	6.71520155162193
Ptilocercus_lowii	4.81179404079614	3.74950407593037
Quercygale_angustidens	5.77621511854111	8.84836569494255
Rapamys_atramontis	5.37750665416235	7.17595632241947
Redunca_arundinum	6.38910731646397	10.969219147586
Rhinolophus_affinis	4.26217575149633	2.61739583283408
Rhinophylla_fischerae	4.1330022842515	2.26176309847379
Rhinopithecus_roxellana	6.15485253532931	9.50723983347757
Rhinopoma_hardwickii	4.12471248751064	2.57261223020711
Rhipidomys_fulviventer	4.64827450288979	4.48863636973214
Rhizomys_sinensis	5.34599156845363	6.76272950693188
Rhynchocyon_petersi	5.20785921618386	6.04970987004817
