spp.names	lnCsize	lnMass	lnMassSq
Capromys_pilorides	5.49257505396174	8.55641390456952	73.2122189063106
Carpocyon_webbi	6.24471245360947	10.3734911817819	107.609319298506
Castor_canadensis	5.9863359532869	9.80501492746892	96.1383177278883
Catonyx_tarijensis	6.70384089695359	13.9636719089448	194.984133180654
Cavia_porcellus	5.30568797928005	6.59028731183861	43.4318868525809
Cebochoerus_lacustris	5.57848232815917	8.98719682066197	80.7697066933167
Cedromus_wilsoni	5.11410336480792	5.97505565457393	35.7012900752559
Cephalophus_leucogaster	6.22574345792688	9.48863022530147	90.0341035525046
Ceratotherium_simum	7.0957206205675	14.6422876269229	214.396586949539
Cercartetus_concinnus	4.27230963031624	2.77008559202166	7.673374187126
Cercopithecus_ascanius	5.94623940491895	8.1719498004399	66.7807635409098
Cerdocyon_thous	5.85834224291159	8.65550364611003	74.917743367824
Chadronia_margaretae	5.84434536580095	8.9226582995244	79.6138311300717
Chaeropus_ecaudatus	4.82978576988795	5.39139778956405	29.0671701253161
Chaetodipus_penicillatus	4.37561762631182	2.74534598584591	7.53692458200024
Cheirogaleus_medius	5.13809188323286	5.28198471192714	27.899362497032
Chibchanomys_trichotis	4.61314324732552	3.91182298542548	15.3023590693031
Chinchilla_lanigera	5.21869943657312	6.17436926716252	38.122835847281
Chlamyphorus_truncatus	4.85347857992949	4.42520584876782	19.5824468039689
Chlorocebus_aethiops	5.99512644639512	8.21500372713021	67.4862862367632
Choloepus_hoffmanni	5.75959939692912	8.68160532766662	75.3702710653695
Chrysochloris_asiatica	4.47220188286355	3.61523291394564	13.0699090220759
Civettictis_civetta	5.96767992960212	9.39894051049351	88.3400827197961
Clethrionomys_glareolus	4.43315144281573	3.03158192644769	9.19048897676428
Colobus_angolensis	6.09670600576485	9.10390260962977	82.8810427256237
Condylura_cristata	4.5241304859921	3.87432113824413	15.0103642822453
Cormohipparion_occidentale	6.65315470325265	11.9250351157971	142.206462512993
Craseonycteris_thonglongyai	3.7474521387088	0.672944473242426	0.452854264067526
Cricetomys_gambianus	5.28099419572453	7.14481751443355	51.0484173145564
Cricetus_cricetus	4.98810477424592	6.06134036201897	36.7398469842403
Crocuta_crocuta	6.44670413558894	11.0567455267108	122.251621642438
Cryptoprocta_ferox	5.88672110154724	9.15904707758863	83.8881433694849
Ctenodactylus_sp	5.04947948875513	5.15675380222625	26.5921097767749
Ctenomys_conoveri	5.19906436813689	6.75692076127297	45.6559781741217
Cuniculus_taczanowskii	5.82777227201475	9.10497430074737	82.90055701727
Cyclopes_didactylus	5.23438427865802	5.57575969126963	31.0890961347871
Cynocephalus_volans	5.27578278356783	7.13089883029635	50.8497181279218
Cynodictis_cayluxi	5.51937001854061	7.9373746961633	63.0019170672934
Cynohyaenodon_cayluxi	5.52957291523397	8.59267165259214	73.8340061292606
Dactylomys_boliviensis	5.3042470863763	6.59139934594575	43.446545337734
Dactylopsila_trivirgata	5.27009433836089	6.02443983660193	36.2938753448363
Dasyprocta_leporina	5.7145937718716	8.00969203547827	64.155166503204
Dasypus_novemcinctus	5.10951812648139	8.2812201935701	68.5786078943932
Dasyurus_hallucatus	5.05329866796994	6.15468822821	37.8801871864667
Daubentonia_madagascariensis	5.83875803570843	7.91255859380552	62.6085835004056
Delphinus_delphis	6.72577495166503	11.2806363451448	127.252756351401
Dendrolagus_lumholtzi	5.78788201374839	8.80236762236153	77.4816757591985
Dendromus_mesomelas	4.20749192944808	2.32238772029023	5.39348472335483
